Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
OriginalData,F,69,95,2012,Jun,Aqua. Res. ,MJ,,Freshwater,NA,China,,NA,NA,,Mesocosm,,NA,100 L,,3,,3,Stocking density (fish m-3),,,,Temperature,Immersion heaters,3,celsius,16-36,Elevated,Yes,"Prior to formal experiment, they were reared for a short period of time (6 days) in indoor aquaria (150 L) at a temperature of 27 (ÔøΩ1)ÔøΩC, the gradual temperature acclimation was employed for the experimental fish, with the temperature increased or decreased by about 2ÔøΩC each day. Gradual salinity acclimation commenced at the time of their being acclimated to the corresponding temperatures, the salinity was increased by less than 2 each day. Fish reared for 7 days under the setups of temperature and salinity to which they had been acclimated.",,Salinity,T x Salinity,,,3,ppt,0-22,Elevated,27 degrees celsuis,,Oreochromis,niloticus,Juvenile,Vertebrate,Actinopterygii,,Individual,,,NA,Animal growth/size,Growth,Animal,Specific Growth Rate %,% d-1,Yes,"Fed puffing feed (mean wet weight 5.506 ÔøΩ 10?3 g per pellet), which could be afloat on water surface for 3 h. Each feeding persisted for 1 h or so to ensure that they were fed to satiety, and then leftovers were collected and counted timely",No,NA,,16 degrees celsius,36 degrees celsius,20,12 ÔøΩ 20,0 ppt,22 ppt,30 D/fish 50 L-1,1.02,0.51,30,3.652,0.861,30,0.64,0.311,30,2.024,0.479,30,3.272,2.29145098,3.652,0.647318314,30,0.987012987,0.569412855,-2.163267295,0.069266514,-0.46359612,0.066786067,-2.821954452,0.071090793,Multiplicative,1.248,0.26745098,1.628,N,Multiplicative,N,258.0392157,37.25490196,220.7843137,Y,,Smaller,Smaller,Y,
OriginalData,F,1,4,2006,Christensen,GCB,MJ,,Freshwater,Lentic,Canada,,49.66666667,-94.75,,Mesocosm,,NA,1500 L,24,3,,3,,,1980-1990,,Temperature,Solar heat,2,celsius,,Elevated,,,,Habitat Alteration,T x Habitat Alteration,,Drought,2,mg L?1,3.0-5.0,Reduced,,,,,,Invertebrate,Zooplankton,,Community,,Native,NA,Animal biomass/abundance,Biomass,Animal,zooplankton biomass,?g L?1,No,,Yes,50,Yes,Ambient ,,NA,,5 mg LÔøΩ1 ,3 mg L-1,,16.15,1.98,3,9.77,0.6,3,22.13,3.19,3,47.24,5.78,3,15.75,13.38762229,9.77,2.295223301,3,0.8,4.397524872,5.728677093,2.489874513,6.158442068,2.773689373,6.816561787,3.248084144,Additive,31.49,33.85237771,37.47,Additive,N,N,39.50464396,37.02786378,2.476780186,,Larger,,Larger,,
OriginalData,F,68,94,2002,Reese,Trans. Am. Fish. Soc.,MJ,,Freshwater,Lotic,Canada,,NA,NA,,Mesocosm,,NA,5.6 m long and 0.8 m wide,,NA,,2,,May,1996,,Temperature,,2,celsius,15-23,Elevated,Yes,"The holding period served to acclimate fish to the water temperatures used in the experiment and to accustom them to feeding on frozen brine shrimp. Temperature change during acclimation did not exceed 8ÔøΩC. After being transported to Corvallis, fish were held in mesh enclosures in the artificial streams for 20ÔøΩ24 h to acclimate them to laboratory stream water",,Invasion,T x Invasion,,Four Sacramento pikeminnow (Ptychocheilus grandis) added,2,,,Elevated,,,Oncorhynchus,mykiss,Juvenile,Vertebrate,Salmonid,,Population,,,NA,Animal growth/size,Growth,Animal,Mean growth (subdominant juveniles),,Yes,Fish were fed frozen brine shrimp that entered the stream through holes in a polyvinyl chloride pipe placed along the substrate in the upstream 3 m of each experimental unit,No,14,,15-18 degrees ceslius,20-23 degrees celsius,5,4 ÔøΩ 7,Absent,Present,,3.9517,10.35232612,8,4.1315,1.478701701,8,5.4116,2.588010819,8,-1.9905,8.502817622,8,5.5914,5.657824582,5.4116,2.107647826,8,0.945454545,6.194355773,-1.157237666,0.260462492,-1.167376158,0.260646618,-1.129794501,0.259972153,Dominance,7.5819,7.648324582,7.4021,N,N,Dominance,4.549940532,36.9435939,32.39365336,,,Smaller,Smaller,,
,D,130,222,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,"90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth. Fine river sand sourced from the floodplain of the Taieri River (grain size 0.2 mm) was added on day 0 to half the mesocosms, resulting in deposited sediment values equivalent to those occurring in intensively farmed New Zealand streams",2,percentage cover and mm depth,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,,,,,Producer,Algae,,Community,,,NA,Plant diversity,Diversity,Plant,Algal taxon richness,Taxa per mesocosm,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,0% and 0mm,90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth,Ambient,13.935484,8.32258,4,10.741936,6.967738,4,19.064516,4.451614,4,21.870968,6.580644,4,15.870968,14.69556499,19.064516,5.846633221,4,0.869565217,6.224467667,0.838206829,0.521955959,1.002411967,0.53140093,0.392064539,0.504803581,Dominance,6,7.17540301,2.806452,N,N,Dominance,22.91666368,36.80555336,13.88888969,,Larger,,Larger,,
OriginalData,D,16,34,2012,Piggott,PLoS One,MJ,,Freshwater,Lotic,New Zealand,,-45.10833333,170.7433333,98 m a.s.l,Mesocosm,30 days,30,250ÔøΩ15ÔøΩ15 cm,,NA,,3,,January-March,2007,,Temperature,Gas-fired water heaters,2,celsius,22.2-23.6,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,3,mm,,Elevated,22.2 ÔøΩ 0.2 degrees celsius,"2.5ÔøΩ0.4% cover, 0.2ÔøΩ0.02 mm depth",,,,Producer,Algae,,Community,,Native,NA,Plant diversity,Diversity,Plant,Algal taxon richness,Taxa per sample,No,,No,NA,,22.2 ÔøΩ 0.2 degrees celsius,23.6 ÔøΩ 0.2 degrees celsius,1.4,1 ÔøΩ 3,"2.5ÔøΩ0.4% cover, 0.2ÔøΩ0.02 mm depth",93.9ÔøΩ1.3% cover and 18.5ÔøΩ0.7 mm depth,,16.33,9.45,3,27,3,3,22.33,5.77,3,21.67,2.08,3,33,36.92039192,27,4.598526938,3,0.8,3.568812828,-2.539780156,1.025026847,-3.418591595,1.315931583,-1.194795078,0.745974182,Dominance,11.33,15.25039192,5.33,N,N,Dominance,65.33986528,36.74219228,28.59767299,,,Smaller,Smaller,Y,
OriginalData,F,66,89,1997,Wagner,Trans. Am. Fish. Soc.,MJ,,Freshwater,Lotic,USA,,NA,NA,,Lab,,NA,800 L,40,2,,2,,February,1993,,Temperature,Immersion heaters,2,celsius,14-22,Elevated,,,Water,Acidification,T x Acidification,,pH increased by adding reagent grade sodium hydroxide,2,pH,7.8-9.6,Reduced,,,Oncorhynchus,mykiss,,Vertebrate,Salmonid,,Individual,,Native,NA,Animal condition/physiological,Physiological,Animal,Mean plasma cortisol concentration (lab experiment 2),ng mL-1,Yes,Test fish were kept off food for at least 24 hours before each experiment,Yes,1,Yes,14 degrees celsius,18-20 degrees celsius,6,4 ÔøΩ 7,pH 7.8,pH 8.4-9.6,,131.254,86.61099038,40,125.6949,122.6324952,40,178.5762,55.73957095,40,147.1185,79.7539075,40,173.0171,171.012827,178.5762,95.2513219,40,0.990353698,87.84503425,-0.291977509,0.050026641,-0.269381591,0.050022677,-0.354650092,0.050039305,Multiplicative,25.8986,23.894327,31.4577,N,Multiplicative,N,4.235375684,36.05391074,31.81853505,,,Smaller,Smaller,,
,D,122,181,2016,MacLennan,Hydrobiologia,OFM,18/02/2019,Freshwater,Lentic,Canada,,52.01666667,-116.4333333,2217 m.a.s.l,Lab,31 days,31,"28 cm diameter, 40 cm depth",,4,The blocking treatment consisted of communities collected from four naturally fishless alpine lakes,3,Regional biodiversity,July-August,2009,,Temperature,Warmed chambers,2,celsius,Oct-17,Elevated,Yes,"Chambers were set to a 12-h light/dark cycle. Local communities were given 3 days to adjust to growth chamber conditions at 10ÔøΩC (the average temperature of source alpine lakes) before treatments were applied on July 24, 2009",,Invasion,T x Invasion,,Non-native predator (achieved through passing plankton through 1-mm mesh-sized sieve showing that selective predation by non native trout predator extirpate zooplankton >1 mm),2,,,Elevated,10 degrees celsius,0,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal diversity,Diversity,Animal,Species richness of local and regional species pools,,Yes,The phytoplankton collections from each lake were distributed in equal-volume aliquots among the eight containers containing zooplankton communities from their respective lake to provide algal food,Yes,31,Yes,10 degrees celsius,17 degrees celsius,7,4 ÔøΩ 7,0,Size-selective fish predation was simulated by sieving the entire zooplankton community in the container three times using a 1-mm mesh-sized sieve,Local and regional species,6.25,1.258305739,4,8,1.414213562,4,8.5,1.914854216,4,8,3.559026084,4,10.25,10.88,8.5,1.683250823,4,0.869565217,2.783882181,-0.702803356,0.515435392,-0.899588295,0.525289347,-0.156178523,0.500762242,Dominance,2.25,2.88,0.5,N,N,Dominance,28,36,8,,,Smaller,Smaller,,
,F,108,135,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,,,,Producer,Phytoplankton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Chlorophyll a concentrations,,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,17.269373,60.811804,4,24.354244,62.583024,4,23.468636,27.749076,4,5.4612546,10.6273056,4,30.553507,33.09679439,24.354244,48.40788217,4,0.869565217,35.04470488,-0.622614743,0.512114035,-0.685721402,0.514694183,-0.468792261,0.506867693,Dominance,25.0922524,27.63553979,18.8929894,N,N,Dominance,41.02564117,35.89744109,5.12820008,,,Smaller,Smaller,,
OriginalData,F,14,22,2003,McKee,L & O,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,2 years,730,3000 L,12,4,,3,Fish presence,,1998-2000,,Temperature,Pumped hot water,2,celsius,18.8-21.8,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,2,?g L-1 ,,Elevated,18.8 degrees celsius,,,,,Invertebrate,Crustacean,,Community,,Native,NA,Animal biomass/abundance,Abundance,Animal,Ostracod density ,ind L-3,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,2.13,0.54,4,3.45,0.88,4,2.89,0.41,4,15.23,1.9,4,4.21,4.680985915,3.45,0.686476511,4,0.869565217,1.428504463,6.708140538,1.906223421,6.42144002,1.788590373,7.17077092,2.106873612,Multiplicative,11.02,10.54901409,11.78,N,Multiplicative,N,61.97183099,35.68075117,26.29107981,,Larger,,Larger,Y,
,F,137,278,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,Females,Vertebrate,Actinopterygii,,Individual,<18 degrees celsius,,NA,Animal condition/physiological,Fecundity,Animal,Vitellogenin ÔøΩVTGÔøΩ females,ng. mL-1,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,90,Yes,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,9.572816,8.72361226,15,1.2233009,2.105699992,15,6.194175,4.963433426,15,7.786408,9.174834184,15,0,0.791547634,1.2233009,3.812456153,15,0.972972973,7.025396936,1.078368185,0.135917507,0.968743851,0.13541881,0.908948759,0.135169306,Dominance,7.786408,6.994860366,6.5631071,N,N,Dominance,87.2210967,35.29411826,51.92697844,Y,Larger,,Larger,Y,
,F,125,202,2017,Olsen,Freshwater Biology,OFM,31/01/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,135 days,135,"1.9 m diameter, 1.5 m height [2.8 m3]",12,4,,2,,August,2003,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,5.8 g 15N as K15NO3? (98 atom % 15N),2,mg L-1,0.2-2,Elevated,,,,,,Producer,Soil,,Community,,,NA,Other biomass/abundance,Biomass,Other,Mean biomass of Particulate Organic matter,g dw?1 m?2,,,Yes,1,No,Ambient,Ambient + 3.7-4.5 degrees celsius,4.1,4 ÔøΩ 7,0.2 mg L-1 NO3,2 mg L-1 NO3,,0.3,0.3,4,1.72,1.5,4,0.4,0.4,4,1.45,1.3,4,1.82,2.293333333,1.72,1.09772492,4,0.869565217,1.203120942,-0.267420439,0.502234803,-0.609525865,0.511610056,-0.195144645,0.501190045,Dominance,0.37,0.843333333,0.27,N,N,Dominance,473.3333333,33.33333333,440,Y,,Smaller,Smaller,Y,
OriginalData,F,92,111,2006,Heugens,Environmental Toxicology and Chemistry,MJ,,Freshwater,NA,Netherlands,,NA,NA,,Lab,,NA,60 ml,,NA,,3,Food levels mg C L-1,,,,Temperature,,4,celsius,Oct-26,Elevated,Yes,Cultured conditions,,Contamination,T x Contamination,,Cadmium added,2,mg C/L,0.5-2.0,Elevated,20 degrees celsius,,Daphnia,magna,,Invertebrate,Cladocera,,Population,,,NA,Animal growth/size,Growth,Animal,Daphnia growth,,Yes,,,NA,,10 degrees celsius,25 degrees celsius,15,12 ÔøΩ 20,0.5 mg C/L,2.0 mg C/L,,3.06,0.015811388,10,2.87,0.009486833,10,2.04,0.003,10,2.19,0.085381497,10,1.85,1.913333333,2.04,0.007035624,10,0.957746479,0.060578462,5.375405614,0.344474928,4.374104574,0.295663954,2.371502477,0.22812012,Dominance,0.34,0.276666667,0.15,N,N,Dominance,6.209150327,33.33333333,27.12418301,,Larger,,Larger,,
OriginalData,F,64,85,2008,Thompson,Arc. Antarc. Alp. Res.,MJ,,Freshwater,Lentic,Canada,,51.6,-115.85,,Mesocosm,,NA,8 L,32,4,,3,,August,2005,,Temperature,50-W thermostat-controlled aquaria heaters,2,celsius,Aug-15,Elevated,Yes,,,Nutrients,T x Nutrients,,KNO3 dissolved,2,?g N L-1 ,,Elevated,8 degrees celsius,Ambient TDN fluctuated between 25 and 560 ÔøΩg L?1,,,,Invertebrate,Zooplankton,,Population,,Native,NA,Animal biomass/abundance,Abundance,Animal,Total H. arcticus abundance (lake),Number of individuals,,,No,34,,8 degrees celsius,14 degrees celsius,6,4 ÔøΩ 7,200 ÔøΩg N L-1,1000 ÔøΩg N-NO3 L?1 ,,14.2796,6.4322,4,8.2762,1.5436,4,9.5626,6.306968224,2,7.0755,2.2298,4,3.5592,5.542311418,8.2762,3.425125949,2,0.8,2.581061404,1.089877209,0.824239521,0.475211812,0.764114142,-0.372156973,0.758656301,Dominance,3.5163,1.533188582,1.2007,N,N,Dominance,42.04179389,33.03313818,9.008655705,,,,Within,,
,F,136,266,2017,Hoefnagel,Journal of Thermal Biology,OFM,06/03/2019,Freshwater,NA,Netherlands,,NA,NA,,Lab,,NA,6 L aquaria,200,2,"Four large trays, containing water that was temperature controlled at either 17 ÔøΩC (2 trays) or 22 ÔøΩC (2 trays) were used and in these trays fifteen 6 L aquaria (3ÔøΩ4 per tray) were placed, creating 2ÔøΩ3 replicates per treatment",2,,,2013,,Temperature,,2,celsius,17-22,Elevated,Yes,These snails were kept in 10 L glass aquaria at room temperature (18ÔøΩ20 ÔøΩC),,O2,T x O2,,"Mass stream gas flow controllers were used to create three mixtures of oxygen and nitrogen to keep oxygen levels in both the water and the overhead air at 10, 20 or 40 kPa",3,kPa,,Reduced,18-20 degrees celsius,,Lymnaea,stagnalis,,Invertebrate,Gastropod,,Population,,,NA,Animal growth/size,Size,Animal,Total surface of tentacles (body mass),mm^2/g,Yes,Food (fresh leaves of iceberg lettuce) was supplied ad libitum two to three times each week,No,NA,,17 degrees celsius,22 degrees celsius,5,4 ÔøΩ 7,20 kPa,10 kPa,,10.318476,1.03371291,2,13.000142,1.35177423,2,13.715094,1.208653111,2,12.179594,0.869379129,2,16.39676,17.27950615,13.715094,1.282212134,2,0.571428571,1.09541956,-2.199896031,1.604942818,-2.660382944,1.884704676,-0.800997721,1.080199669,Dominance,4.217166,5.09991215,1.5355,N,N,Dominance,25.98897357,32.91782624,6.928852672,,,Smaller,Smaller,,
,F,129,213,2016,OÔøΩMara,Environmental Biology of Fishes,OFM,26/02/2019,Brackish,Lotic,Australia,,NA,NA,,Lab,,NA,Aquaria (60 ÔøΩ 30 ÔøΩ 30 cm, approximately 54L),4,four fish per aquarium,2,,,,,Temperature,,2,celsius,22-30,Elevated,Yes,"Water conditions within each of the four systems were maintained at 22 ÔøΩC and 10 ppt salinity for 2 weeks to allow fish to acclimate to baseline conditions. Treatment adjustments made were gradually over a period of 3 weeks, with temperature increases performed at a rate of approximately 3 ÔøΩC per week for the first 2 weeks and a further 2 ÔøΩC on the third week so that the maximum temperature of 30 ÔøΩC was reached. Salinity was raised at a rate of 10 ppt per week for the first 2 weeks and a further 5 ppt during the third week (acclimatisation to maximum conditions was performed so that maximum temperatures and maximum salinities were reached at the same time between treatments)",,Salinity,T x Salinity,,,2,ppt,Oct-35,Elevated,22 degrees celsius,10 ppt,Macquaria,novemaculeata,Juvenile,Vertebrate,Actinopterygii,,Individual,,Native,NA,Animal condition/physiological,Physiological,Animal,Intraspecific aggression rate,Number of acts per 10 min,Yes,"Bass were fed to ensure each ate approximately five to six pellets each (New Life Spectrum, Homestead FL) and were supplemented with approximately five to eight frozen blood worms (Hikari Frozen Blood worm, 100 g) daily",No,NA,,22 degrees celsius,30 degrees celsius,8,8 ÔøΩ 11,10 ppt,35 ppt,,7.93,5,4,9.96,4.38,4,5.32,3.26,4,7.33,4.98,4,7.35,6.68186633,5.32,3.860828927,4,0.869565217,4.455692988,-0.003903165,0.500000476,0.126488629,0.50049998,0.39226807,0.50480857,Additive,0.02,0.64813367,2.01,Additive,N,N,25.59899117,32.91298865,7.313997478,,,,Within,,
,F,140,290,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Contamination,T x Contamination,,Diuron ÔøΩ herbicide,2,?g?L?1,0-10,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Photosynthesis,Plant,Average photosynthetic efficiency,Fluorescence relative units,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,0,10?g?L?1,,0.1992647,0.075,4,0.18272059,0.04852944,4,0.13419117,0.01764708,4,0.15955882,0.01323532,4,0.11764706,0.123049842,0.13419117,0.036513874,4,0.869565217,0.027463036,1.327056804,0.555033743,1.155987906,0.541759626,0.803218775,0.520161263,Dominance,0.04191176,0.036508978,0.02536765,N,N,Dominance,8.302579433,32.65682783,24.35424839,,Larger,,Larger,,
,F,136,263,2017,Hoefnagel,Journal of Thermal Biology,OFM,06/03/2019,Freshwater,NA,Netherlands,,NA,NA,,Lab,,NA,6 L aquaria,200,2,"Four large trays, containing water that was temperature controlled at either 17 ÔøΩC (2 trays) or 22 ÔøΩC (2 trays) were used and in these trays fifteen 6 L aquaria (3ÔøΩ4 per tray) were placed, creating 2ÔøΩ3 replicates per treatment",2,,,2013,,Temperature,,2,celsius,17-22,Elevated,Yes,These snails were kept in 10 L glass aquaria at room temperature (18ÔøΩ20 ÔøΩC),,O2,T x O2,,"Mass stream gas flow controllers were used to create three mixtures of oxygen and nitrogen to keep oxygen levels in both the water and the overhead air at 10, 20 or 40 kPa",3,kPa,,Elevated,18-20 degrees celsius,,Lymnaea,stagnalis,,Invertebrate,Gastropod,,Individual,,,NA,Animal condition/physiological,Metabolism,Animal,Energy flux through food consumption,J/g/d,Yes,Food (fresh leaves of iceberg lettuce) was supplied ad libitum two to three times each week,No,NA,,17 degrees celsius,22 degrees celsius,5,4 ÔøΩ 7,20 kPa,40 kPa,,831.08374,362.1810963,2,155.50728,40.52891829,2,562.6494,270.438418,2,78.051674,53.79292506,2,-112.92706,105.2794966,155.50728,193.3643338,2,0.571428571,141.9215353,-0.768950991,1.073910703,-0.10962928,1.001502322,-0.311864906,1.012157465,Multiplicative,190.978734,27.2278226,77.455606,N,Multiplicative,N,81.28861479,32.29931318,48.98930161,,,,Within,Y,
OriginalData,D,16,36,2012,Piggott,PLoS One,MJ,,Freshwater,Lotic,New Zealand,,-45.10833333,170.7433333,98 m a.s.l,Mesocosm,30 days,30,250ÔøΩ15ÔøΩ15 cm,,NA,,3,,January-March,2007,,Temperature,Gas-fired water heaters,2,celsius,22.2-23.6,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,Sediment,3,mm,,Elevated,22.2 ÔøΩ 0.2 degrees celsius,"2.5ÔøΩ0.4% cover, 0.2ÔøΩ0.02 mm depth",,,,Invertebrate,Invertebrate,,Community,,Native,NA,Animal diversity,Diversity,Animal,Invertebrate tazon richness,Taxa per tile,No,,No,NA,,22.2 ÔøΩ 0.2 degrees celsius,23.6 ÔøΩ 0.2 degrees celsius,1.4,1 ÔøΩ 3,"2.5ÔøΩ0.4% cover, 0.2ÔøΩ0.02 mm depth",93.9ÔøΩ1.3% cover and 18.5ÔøΩ0.7 mm depth,,8.17,2.56,6,10.17,2.93,6,10.8,2.39,6,8.17,2.56,6,12.8,13.44381885,10.8,2.673667893,6,0.923076923,2.61745105,-1.632827538,0.370362858,-1.859878326,0.381377047,-0.927502468,0.3452814,Dominance,4.63,5.27381885,2.63,N,N,Dominance,24.47980416,32.19094247,7.711138311,,,Smaller,Smaller,,
,F,123,188,2018,Wen,Aquatic Toxicology,OFM,28/01/2019,Freshwater,Lotic,Brazil,,-3.283333333,-60.61666667,,Lab,30 days,30,300-mL chamber (diameter of 20?cm),20,3,"240 full-sibling juvenile S. aequifasciatus individuals were randomly distributed among 50-L tanks (20 fish per tank, three tanks per treatment)",2,,,,,Temperature,,2,celsius,28-31,Elevated,Yes,"at the end of the exposure period, a 5-min acclimation period",n/g,Contamination,T x Contamination,,Microplastics,2,?g L -1,0-200,Elevated,28.0?ÔøΩ?1.0 degrees celsius,0,Symphysodon,aequifasciatus,Juvenile,Vertebrate,Actinopterygii,,Individual,S. aequifasciatus showed optimal growth performance at temperatures of 28ÔøΩ29?ÔøΩC,Native,NA,Animal condition/physiological,Physiological,Animal,Digestive enzyme lipase activity,U/mg protein,Yes,fed three times a day with new-born (24-h old) Artemia nauplii,No,30,,28 degrees celsius,31 degrees celsius,3,1 ÔøΩ 3,0,200 ?g L-1,,36.061028,39.15732131,3,22.052704,32.91136943,3,24.479889,35.07343303,3,19.20943,26.90564607,3,10.471565,14.97039258,22.052704,34.00958646,3,0.8,30.66403236,0.227963887,0.669553752,0.110593085,0.667346157,-0.074178737,0.66697236,Dominance,8.737865,4.23903742,2.843274,N,N,Dominance,38.84615824,32.11538784,6.730770404,,,,Within,,
,F,140,291,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Habitat Alteration,T x Habitat Alteration,,Desiccation ÔøΩ biofilms air dried for 4h,2,,,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Photosynthesis,Plant,Average photosynthetic efficiency,Fluorescence relative units,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,-,+,,0.1992647,0.075,4,0.18272059,0.04852944,4,0.13529412,0.15441176,4,0.37683824,0.10147056,4,0.11875001,0.124061218,0.13529412,0.114451077,4,0.869565217,0.108155729,2.075013029,0.634552471,2.032311253,0.629071532,1.941999432,0.617855056,Dominance,0.25808823,0.252777022,0.24154412,N,N,Dominance,8.302579433,32.10331785,23.80073841,,Larger,,Larger,,
